code,term
31457411000001109,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (J M McGill Ltd) (AMP)
3174111000001102,Asmabec 250 Clickhaler (Focus Pharmaceuticals Ltd) (AMP)
3175111000001103,Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd) (AMP)
3175211000001109,Filair 50 inhaler (Meda Pharmaceuticals Ltd) (AMP)
3175611000001106,Qvar 100 inhaler (Teva UK Ltd) (AMP)
3175711000001102,Beclometasone 50micrograms/dose inhaler (A A H Pharmaceuticals Ltd) (AMP)
3175911000001100,Beclometasone 50micrograms/dose inhaler (Viatris UK Healthcare Ltd) (AMP)
3176211000001103,Becotide 50 inhaler (GlaxoSmithKline UK Ltd) (AMP)
3176411000001104,Beclazone 50 inhaler (Teva UK Ltd) (AMP)
3176711000001105,Beclometasone 50micrograms/dose inhaler (Kent Pharma (UK) Ltd) (AMP)
3176811000001102,Qvar 50 inhaler (Teva UK Ltd) (AMP)
3177111000001107,Beclometasone 50micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd) (AMP)
3177411000001102,Qvar 50 Autohaler (Teva UK Ltd) (AMP)
3177711000001108,Qvar 100 Autohaler (Teva UK Ltd) (AMP)
3177911000001105,Filair 100 inhaler (Meda Pharmaceuticals Ltd) (AMP)
3178211000001102,Beclometasone 100micrograms/dose inhaler (A A H Pharmaceuticals Ltd) (AMP)
3178411000001103,Beclometasone 100micrograms/dose inhaler (Viatris UK Healthcare Ltd) (AMP)
3178611000001100,Becotide 100 inhaler (GlaxoSmithKline UK Ltd) (AMP)
3178811000001101,Beclazone 100 inhaler (Teva UK Ltd) (AMP)
3179011000001102,Beclometasone 100micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd) (AMP)
3179311000001104,Becotide 200 inhaler (GlaxoSmithKline UK Ltd) (AMP)
3179511000001105,Beclazone 200 inhaler (Teva UK Ltd) (AMP)
3179811000001108,Beclometasone 250micrograms/dose inhaler (A A H Pharmaceuticals Ltd) (AMP)
3180011000001102,Beclometasone 250micrograms/dose inhaler (Viatris UK Healthcare Ltd) (AMP)
3180211000001107,Becloforte 250micrograms/dose inhaler (GlaxoSmithKline UK Ltd) (AMP)
3180611000001109,Beclazone 250 inhaler (Teva UK Ltd) (AMP)
3180911000001103,Beclometasone 250micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd) (AMP)
3181411000001102,AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd) (AMP)
3181711000001108,Beclazone 100 Easi-Breathe inhaler (Teva UK Ltd) (AMP)
3182411000001107,AeroBec Forte 250 Autohaler (Meda Pharmaceuticals Ltd) (AMP)
3182611000001105,Beclazone 250 Easi-Breathe inhaler (Teva UK Ltd) (AMP)
3183811000001101,Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd) (AMP)
3184311000001107,Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd) (AMP)
3184911000001108,Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd) (AMP)
3185211000001103,Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd) (AMP)
3186911000001100,Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd) (AMP)
3187211000001106,Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd) (AMP)
3188311000001102,Seretide 500 Accuhaler (GlaxoSmithKline UK Ltd) (AMP)
3189711000001107,Beclometasone 100 Cyclocaps (Teva UK Ltd) (AMP)
3190311000001103,Becotide 100microgram Rotacaps (GlaxoSmithKline UK Ltd) (AMP)
3192111000001101,Becotide 200microgram Rotacaps (GlaxoSmithKline UK Ltd) (AMP)
3192611000001109,Beclometasone 200 Cyclocaps (Teva UK Ltd) (AMP)
3194011000001108,Becotide 400microgram Rotacaps (GlaxoSmithKline UK Ltd) (AMP)
3194511000001100,Beclometasone 400 Cyclocaps (Teva UK Ltd) (AMP)
3197211000001105,Budesonide 200 Cyclocaps (Teva UK Ltd) (AMP)
3198411000001108,Budesonide 400 Cyclocaps (Teva UK Ltd) (AMP)
32199311000001102,Beclometasone 100micrograms/dose inhaler CFC free (Niche Pharma Ltd) (AMP)
32199911000001101,Beclometasone 200micrograms/dose inhaler CFC free (Niche Pharma Ltd) (AMP)
32200311000001106,Beclometasone 50micrograms/dose inhaler CFC free (Niche Pharma Ltd) (AMP)
3228711000001106,Pulmicort 400 Turbohaler (AstraZeneca UK Ltd) (AMP)
32333511000001106,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (Colorama Pharmaceuticals Ltd) (AMP)
32333911000001104,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (Colorama Pharmaceuticals Ltd) (AMP)
3240911000001108,Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd) (AMP)
32684611000001106,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
32684911000001100,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
32926011000001100,Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd) (AMP)
3294211000001101,Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd) (AMP)
3294611000001104,Symbicort 200/6 Turbohaler (AstraZeneca UK Ltd) (AMP)
32960711000001105,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free (VMP)
33679711000001103,Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
3389111000001102,Flixotide 0.5mg/2ml Nebules (GlaxoSmithKline UK Ltd) (AMP)
3397211000001103,Flixotide 2mg/2ml Nebules (GlaxoSmithKline UK Ltd) (AMP)
34023611000001101,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd) (AMP)
34023811000001102,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd) (AMP)
34215311000001107,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd) (AMP)
34215511000001101,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd) (AMP)
3432911000001109,Budesonide 200microgram inhalation powder capsules (VMP)
3433011000001101,Budesonide 400microgram inhalation powder capsules (VMP)
34675711000001103,Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd) (AMP)
34677011000001107,Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd) (AMP)
34681611000001100,Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd) (AMP)
34683311000001106,Generic Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler CFC free (VMP)
34812111000001106,Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (AMP)
34950311000001108,Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (AMP)
34950611000001103,Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (AMP)
35430111000001100,Kelhale 50micrograms/dose inhaler (Cipla EU Ltd) (AMP)
35430311000001103,Kelhale 100micrograms/dose inhaler (Cipla EU Ltd) (AMP)
35515311000001106,Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (AMP)
35515511000001100,Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd) (AMP)
35594011000001105,Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd) (AMP)
35594211000001100,Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd) (AMP)
35594411000001101,Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd) (AMP)
35647311000001101,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd) (AMP)
35647511000001107,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free (VMP)
35647611000001106,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free (VMP)
35650811000001109,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd) (AMP)
35907611000001101,Beclometasone 100microgram inhalation powder blisters (VMP)
35907711000001105,Beclometasone 100microgram inhalation powder blisters with device (VMP)
35907811000001102,Beclometasone 100micrograms/dose breath actuated inhaler (VMP)
35907911000001107,Beclometasone 100micrograms/dose breath actuated inhaler CFC free (VMP)
35908011000001109,Beclometasone 100micrograms/dose dry powder inhaler (VMP)
35908111000001105,Beclometasone 100micrograms/dose inhaler CFC free (VMP)
35908211000001104,Beclometasone 200microgram inhalation powder blisters (VMP)
35908311000001107,Beclometasone 200microgram inhalation powder blisters with device (VMP)
35908411000001100,Beclometasone 200micrograms/dose dry powder inhaler (VMP)
35908511000001101,Beclometasone 200micrograms/dose inhaler (VMP)
35908611000001102,Beclometasone 250micrograms/dose breath actuated inhaler (VMP)
35908711000001106,Beclometasone 250micrograms/dose dry powder inhaler (VMP)
35908811000001103,Beclometasone 250micrograms/dose inhaler (VMP)
35908911000001108,Beclometasone 400microgram inhalation powder blisters (VMP)
35909011000001104,Beclometasone 400microgram inhalation powder blisters with device (VMP)
35909111000001103,Beclometasone 400micrograms/dose dry powder inhaler (VMP)
35909211000001109,Beclometasone 50micrograms/dose breath actuated inhaler (VMP)
35909311000001101,Beclometasone 50micrograms/dose breath actuated inhaler CFC free (VMP)
35909411000001108,Beclometasone 50micrograms/dose dry powder inhaler (VMP)
35909511000001107,Beclometasone 50micrograms/dose inhaler (VMP)
35909611000001106,Beclometasone 50micrograms/dose inhaler CFC free (VMP)
35912011000001109,Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (VMP)
35912111000001105,Budesonide 100micrograms/dose dry powder inhaler (VMP)
35912411000001100,Budesonide 200micrograms/dose dry powder inhaler (VMP)
35912511000001101,Budesonide 200micrograms/dose inhaler (VMP)
35912711000001106,Budesonide 400micrograms/dose dry powder inhaler (VMP)
35912811000001103,Budesonide 50micrograms/dose inhaler (VMP)
3604611000001104,Beclazone 50 Easi-Breathe inhaler (Teva UK Ltd) (AMP)
3604911000001105,AeroBec 50 Autohaler (Meda Pharmaceuticals Ltd) (AMP)
36059111000001102,Fluticasone 25micrograms/dose inhaler (VMP)
36059211000001108,Fluticasone propionate 100microgram inhalation powder blisters (VMP)
36059311000001100,Fluticasone propionate 100microgram inhalation powder blisters with device (VMP)
36059411000001107,Fluticasone propionate 250microgram inhalation powder blisters with device (VMP)
36059511000001106,Fluticasone propionate 250microgram inhalation powder blisters (VMP)
36059611000001105,Fluticasone propionate 500microgram inhalation powder blisters (VMP)
36059711000001101,Fluticasone propionate 500microgram inhalation powder blisters with device (VMP)
36059811000001109,Fluticasone propionate 50microgram inhalation powder blisters (VMP)
36059911000001104,Fluticasone propionate 50microgram inhalation powder blisters with device (VMP)
3635411000001106,Pulmicort 0.5mg Respules (AstraZeneca UK Ltd) (AMP)
3636511000001103,Pulmicort 1mg Respules (AstraZeneca UK Ltd) (AMP)
3654511000001105,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (VMP)
3654611000001109,Budesonide 1mg/2ml nebuliser liquid unit dose vials (VMP)
36565411000001101,Fluticasone propionate 250micrograms/dose dry powder inhaler (VMP)
36603211000001106,Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (AMP)
36603411000001105,Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (AMP)
36603611000001108,Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (AMP)
36603811000001107,Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd) (AMP)
36604711000001102,Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd) (AMP)
36889311000001107,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Pharmaram Ltd) (AMP)
36889511000001101,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Pharmaram Ltd) (AMP)
37391711000001105,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (CST Pharma Ltd) (AMP)
37397211000001108,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
37397411000001107,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
37400911000001108,Qvar 100 Autohaler (CST Pharma Ltd) (AMP)
37434411000001103,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
37434611000001100,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
37443211000001101,Seretide 250 Accuhaler (CST Pharma Ltd) (AMP)
37443411000001102,Seretide 500 Accuhaler (CST Pharma Ltd) (AMP)
37443611000001104,Seretide 250 Evohaler (CST Pharma Ltd) (AMP)
37444011000001108,Seretide 125 Evohaler (CST Pharma Ltd) (AMP)
37444211000001103,Symbicort 400/12 Turbohaler (CST Pharma Ltd) (AMP)
37444611000001101,Qvar 100 inhaler (CST Pharma Ltd) (AMP)
37446211000001108,Flixotide 100micrograms/dose Accuhaler (CST Pharma Ltd) (AMP)
37446411000001107,Flixotide 250micrograms/dose Accuhaler (CST Pharma Ltd) (AMP)
37446611000001105,Flixotide 500micrograms/dose Accuhaler (CST Pharma Ltd) (AMP)
37448711000001102,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (CST Pharma Ltd) (AMP)
37484711000001101,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
37484911000001104,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
37532911000001106,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
37533111000001102,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
37577111000001108,Alvesco 160 inhaler (CST Pharma Ltd) (AMP)
37631511000001104,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Ethigen Ltd) (AMP)
37631711000001109,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Ethigen Ltd) (AMP)
37665111000001104,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Pilsco Ltd) (AMP)
37665311000001102,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Pilsco Ltd) (AMP)
37699111000001100,Pulmicort 0.5mg Respules (Pilsco Ltd) (AMP)
37699311000001103,Pulmicort 1mg Respules (Pilsco Ltd) (AMP)
37699711000001104,Qvar 100 Autohaler (Pilsco Ltd) (AMP)
37700511000001108,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Pilsco Ltd) (AMP)
37700711000001103,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (Pilsco Ltd) (AMP)
37702211000001106,Seretide 250 Accuhaler (Pilsco Ltd) (AMP)
37702411000001105,Seretide 250 Evohaler (Pilsco Ltd) (AMP)
37702611000001108,Seretide 500 Accuhaler (Pilsco Ltd) (AMP)
37714411000001100,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Pilsco Ltd) (AMP)
37714611000001102,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd) (AMP)
37714811000001103,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd) (AMP)
37727811000001101,Qvar 100 inhaler (Pilsco Ltd) (AMP)
37729411000001107,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd) (AMP)
37739011000001101,Symbicort 200/6 Turbohaler (CST Pharma Ltd) (AMP)
37994011000001101,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Pharmaram Ltd) (AMP)
37994211000001106,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (Pharmaram Ltd) (AMP)
37996511000001103,Seretide 125 Evohaler (Pharmaram Ltd) (AMP)
37996711000001108,Seretide 250 Evohaler (Pharmaram Ltd) (AMP)
37997311000001107,Symbicort 100/6 Turbohaler (Pharmaram Ltd) (AMP)
37997511000001101,Symbicort 200/6 Turbohaler (Pharmaram Ltd) (AMP)
37997711000001106,Symbicort 400/12 Turbohaler (Pharmaram Ltd) (AMP)
38130011000001108,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38130211000001103,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38130411000001104,Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38130611000001101,Easyhaler Budesonide 100micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38130811000001102,Easyhaler Budesonide 200micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38131011000001104,Easyhaler Budesonide 400micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38134511000001109,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38134711000001104,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38134911000001102,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38135111000001101,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals) (AMP)
38135311000001104,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals) (AMP)
38136011000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38165311000001109,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38165511000001103,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38166911000001103,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38167111000001103,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38640111000001109,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd) (AMP)
38640311000001106,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd) (AMP)
38807211000001100,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Medihealth (Northern) Ltd) (AMP)
38807411000001101,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Medihealth (Northern) Ltd) (AMP)
38895411000001109,Mometasone 200micrograms/dose dry powder inhaler (VMP)
38895611000001107,Mometasone 400micrograms/dose dry powder inhaler (VMP)
38896811000001103,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (VMP)
38897411000001103,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (VMP)
38897511000001104,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (VMP)
38897611000001100,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (VMP)
38897711000001109,Fluticasone propionate 500micrograms/dose dry powder inhaler (VMP)
38897811000001101,Fluticasone propionate 100micrograms/dose dry powder inhaler (VMP)
38897911000001106,Fluticasone propionate 50micrograms/dose dry powder inhaler (VMP)
38960111000001101,Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials (Imported) (AMP)
38960511000001105,Fluticasone 2mg/2ml nebuliser liquid unit dose vials (Imported) (AMP)
39089311000001103,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Pilsco Ltd) (AMP)
39105811000001102,Symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (AstraZeneca UK Ltd) (AMP)
39110911000001100,Fluticasone 50micrograms/dose inhaler CFC free (VMP)
39111011000001108,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (VMP)
39111111000001109,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (VMP)
39111211000001103,Fluticasone 125micrograms/dose inhaler CFC free (VMP)
39111311000001106,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (VMP)
39111411000001104,Fluticasone 250micrograms/dose inhaler CFC free (VMP)
39133611000001108,Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free (VMP)
39134511000001107,Generic Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device (VMP)
39134711000001102,Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd) (AMP)
39360211000001103,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Pilsco Ltd) (AMP)
39360411000001104,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd) (AMP)
39567411000001102,Fixkoh Airmaster 50micrograms/dose / 500micrograms/dose dry powder inhaler (Genus Pharmaceuticals Holdings Ltd) (AMP)
39567611000001104,Fixkoh Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Genus Pharmaceuticals Holdings Ltd) (AMP)
39567811000001100,Fixkoh Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Genus Pharmaceuticals Holdings Ltd) (AMP)
39691211000001100,Fluticasone propionate 100micrograms/dose dry powder inhaler (Imported) (AMP)
39695511000001104,Beclometasone 100microgram inhalation powder capsules (VMP)
39695611000001100,Beclometasone 200microgram inhalation powder capsules (VMP)
39695711000001109,Beclometasone 400microgram inhalation powder capsules (VMP)
39712311000001105,Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials (VMP)
39712511000001104,Fluticasone 2mg/2ml nebuliser liquid unit dose vials (VMP)
39817511000001103,Luforbec 100micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd) (AMP)
398511000001105,Flixotide 125micrograms/dose Evohaler (GlaxoSmithKline UK Ltd) (AMP)
39939611000001107,Fostair 100micrograms/dose / 6micrograms/dose inhaler (CST Pharma Ltd) (AMP)
40034211000001104,Avenor 25micrograms/dose / 50micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
40040711000001101,Avenor 25micrograms/dose / 125micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
40040911000001104,Avenor 25micrograms/dose / 250micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
40106011000001102,WockAIR 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Wockhardt UK Ltd) (AMP)
40106211000001107,WockAIR 320micrograms/dose / 9micrograms/dose dry powder inhaler (Wockhardt UK Ltd) (AMP)
40220711000001106,Seretide 50 Evohaler (CST Pharma Ltd) (AMP)
40220911000001108,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
40377811000001105,Alvesco 160 inhaler (DE Pharmaceuticals) (AMP)
4043811000001103,Asmanex 400micrograms/dose Twisthaler (Organon Pharma (UK) Ltd) (AMP)
40444911000001101,Seffalair Spiromax 12.75micrograms/dose / 202micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
40445111000001100,Seffalair Spiromax 12.75micrograms/dose / 100micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
40455711000001101,Fluticasone propionate 100micrograms/dose / Salmeterol 12.75micrograms/dose dry powder inhaler (VMP)
40455811000001109,Fluticasone propionate 202micrograms/dose / Salmeterol 12.75micrograms/dose dry powder inhaler (VMP)
4045711000001107,Asmanex 200micrograms/dose Twisthaler (Organon Pharma (UK) Ltd) (AMP)
40504911000001103,Sereflo Ciphaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Cipla EU Ltd) (AMP)
40752211000001109,Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd) (AMP)
40766811000001104,Generic Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler CFC free (VMP)
40852311000001103,Luforbec 200micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd) (AMP)
41074511000001106,Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Pilsco Ltd) (AMP)
41158211000001107,Campona Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Genesis Pharmaceuticals Ltd) (AMP)
41158811000001108,Campona Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Genesis Pharmaceuticals Ltd) (AMP)
41159011000001107,Campona Airmaster 50micrograms/dose / 500micrograms/dose dry powder inhaler (Genesis Pharmaceuticals Ltd) (AMP)
41475411000001100,Beclu 100micrograms/dose inhaler (Lupin Healthcare (UK) Ltd) (AMP)
41476211000001105,Beclu 200micrograms/dose inhaler (Lupin Healthcare (UK) Ltd) (AMP)
41619211000001108,Sereflo Ciphaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Cipla EU Ltd) (AMP)
41963811000001107,Bibecfo 100micrograms/dose / 6micrograms/dose inhaler (Cipla EU Ltd) (AMP)
41966111000001105,Bibecfo 200micrograms/dose / 6micrograms/dose inhaler (Cipla EU Ltd) (AMP)
41977111000001103,Seretide 100 Accuhaler (Pilsco Ltd) (AMP)
42007211000001108,GoResp Digihaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
42007511000001106,GoResp Digihaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
42292311000001106,Beclometasone 100micrograms/dose inhaler (VMP)
42343111000001100,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
42606411000001103,Vivaire 100micrograms/dose / 6micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
42832811000001102,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Necessity Supplies Ltd) (AMP)
42833911000001100,Alvesco 160 inhaler (Necessity Supplies Ltd) (AMP)
42838111000001107,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Necessity Supplies Ltd) (AMP)
42838311000001109,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Necessity Supplies Ltd) (AMP)
42851411000001105,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42851611000001108,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42872811000001100,Qvar 100 inhaler (Necessity Supplies Ltd) (AMP)
42876111000001106,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42876311000001108,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42878011000001109,Seretide 50 Evohaler (Necessity Supplies Ltd) (AMP)
42882111000001104,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
43152111000001109,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Necessity Supplies Ltd) (AMP)
