code,term
19726711000001101,Alvesco 80 inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
19727911000001101,Asmanex 400micrograms/dose Twisthaler (Mawdsley-Brooks & Company Ltd) (AMP)
19737111000001101,Clenil Modulite 50micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
19737311000001104,Clenil Modulite 100micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
19737511000001105,Clenil Modulite 200micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
19737811000001108,Clenil Modulite 250micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd) (AMP)
19965011000001108,Flixotide 100micrograms/dose Accuhaler (Lexon (UK) Ltd) (AMP)
21019411000001101,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd) (AMP)
21019711000001107,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd) (AMP)
21020611000001104,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd) (AMP)
21113711000001102,Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free (VMP)
21113811000001105,Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free (VMP)
21113911000001100,Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free (VMP)
21690711000001109,Alvesco 160 inhaler (Waymade Healthcare Plc) (AMP)
21804411000001104,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc) (AMP)
21804611000001101,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc) (AMP)
22622411000001105,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals) (AMP)
22622611000001108,Budesonide 1mg/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals) (AMP)
23438611000001104,Alvesco 80 inhaler (Waymade Healthcare Plc) (AMP)
23621711000001102,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd) (AMP)
23622011000001107,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd) (AMP)
23661311000001105,Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (VMP)
23661411000001103,Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler (VMP)
24591711000001104,Clenil Modulite 200micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
24591911000001102,Clenil Modulite 250micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
24660811000001107,Beclometasone 100micrograms/dose inhaler CFC free (Ennogen Healthcare Ltd) (AMP)
24667411000001109,Asmanex 200micrograms/dose Twisthaler (Waymade Healthcare Plc) (AMP)
25254111000001105,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
25254711000001106,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
26112111000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd) (AMP)
26148711000001101,Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (VMP)
27991211000001105,Qvar 50micrograms/dose Easi-Breathe inhaler (Waymade Healthcare Plc) (AMP)
2831211000001109,Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd) (AMP)
2924111000001109,Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd) (AMP)
29525711000001109,Beclometasone 50micrograms/dose inhaler CFC free (Colorama Pharmaceuticals Ltd) (AMP)
29526111000001102,Beclometasone 100micrograms/dose inhaler CFC free (Colorama Pharmaceuticals Ltd) (AMP)
29526411000001107,Beclometasone 200micrograms/dose inhaler CFC free (Colorama Pharmaceuticals Ltd) (AMP)
29749211000001101,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
29749411000001102,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
29749611000001104,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
29775411000001101,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc) (AMP)
29782111000001107,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd) (AMP)
29782511000001103,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd) (AMP)
29959011000001102,Alvesco 80 inhaler (Lexon (UK) Ltd) (AMP)
30004311000001102,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd) (AMP)
30004511000001108,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd) (AMP)
30253911000001100,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
30273011000001101,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Waymade Healthcare Plc) (AMP)
30273211000001106,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (Waymade Healthcare Plc) (AMP)
3086011000001108,Becodisks 100microgram (GlaxoSmithKline UK Ltd) (AMP)
3088611000001100,Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd) (AMP)
30950311000001106,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd) (AMP)
30950511000001100,Beclometasone 100micrograms/dose inhaler CFC free (DE Pharmaceuticals) (AMP)
