code,term
37997511000001101,Symbicort 200/6 Turbohaler (Pharmaram Ltd) (AMP)
37997711000001106,Symbicort 400/12 Turbohaler (Pharmaram Ltd) (AMP)
38130011000001108,DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38130211000001103,DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38134511000001109,Flutiform 125micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38134711000001104,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38134911000001102,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38135111000001101,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals) (AMP)
38135311000001104,Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (DE Pharmaceuticals) (AMP)
38136011000001106,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38165311000001109,Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38165511000001103,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (DE Pharmaceuticals) (AMP)
38166911000001103,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38167111000001103,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (DE Pharmaceuticals) (AMP)
38578611000001106,Montelukast 10mg tablets (Crescent Pharma Ltd) (AMP)
38640111000001109,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd) (AMP)
38640311000001106,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Pilsco Ltd) (AMP)
38896811000001103,Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler (VMP)
38897411000001103,Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (VMP)
38897511000001104,Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (VMP)
38897611000001100,Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (VMP)
39050511000001106,Montelukast 10mg tablets (Medihealth (Northern) Ltd) (AMP)
39089311000001103,Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Pilsco Ltd) (AMP)
39110811000001105,Salmeterol 25micrograms/dose inhaler (VMP)
39111011000001108,Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (VMP)
39111111000001109,Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (VMP)
39111311000001106,Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free (VMP)
39112911000001101,Formoterol 6micrograms/dose dry powder inhaler (VMP)
39113011000001109,Formoterol 12micrograms/dose dry powder inhaler (VMP)
39113211000001104,Salmeterol 50micrograms/dose dry powder inhaler (VMP)
39134511000001107,Generic Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device (VMP)
39134711000001102,Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd) (AMP)
39360211000001103,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Pilsco Ltd) (AMP)
39360411000001104,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Pilsco Ltd) (AMP)
39414911000001109,Montelukast 10mg tablets (Rivopharm (UK) Ltd) (AMP)
39567411000001102,Fixkoh Airmaster 50micrograms/dose / 500micrograms/dose dry powder inhaler (Genus Pharmaceuticals Holdings Ltd) (AMP)
39567611000001104,Fixkoh Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Genus Pharmaceuticals Holdings Ltd) (AMP)
39567811000001100,Fixkoh Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Genus Pharmaceuticals Holdings Ltd) (AMP)
39817511000001103,Luforbec 100micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd) (AMP)
39939611000001107,Fostair 100micrograms/dose / 6micrograms/dose inhaler (CST Pharma Ltd) (AMP)
40034211000001104,Avenor 25micrograms/dose / 50micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
40040711000001101,Avenor 25micrograms/dose / 125micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
40040911000001104,Avenor 25micrograms/dose / 250micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
40106011000001102,WockAIR 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Wockhardt UK Ltd) (AMP)
40106211000001107,WockAIR 320micrograms/dose / 9micrograms/dose dry powder inhaler (Wockhardt UK Ltd) (AMP)
40220711000001106,Seretide 50 Evohaler (CST Pharma Ltd) (AMP)
40220911000001108,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
40504911000001103,Sereflo Ciphaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Cipla EU Ltd) (AMP)
40752211000001109,Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd) (AMP)
40766811000001104,Generic Trimbow 172micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler CFC free (VMP)
408011000001106,Accolate 20mg tablets (AstraZeneca UK Ltd) (AMP)
40852311000001103,Luforbec 200micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd) (AMP)
408911000001105,Serevent 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd) (AMP)
41158211000001107,Campona Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Genesis Pharmaceuticals Ltd) (AMP)
41158811000001108,Campona Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Genesis Pharmaceuticals Ltd) (AMP)
41159011000001107,Campona Airmaster 50micrograms/dose / 500micrograms/dose dry powder inhaler (Genesis Pharmaceuticals Ltd) (AMP)
41216511000001104,Montelukast 10mg tablets (Amarox Ltd) (AMP)
41281211000001108,Montelukast 4mg granules sachets sugar free (Torrent Pharma (UK) Ltd) (AMP)
41505211000001101,Montelukast 4mg chewable tablets sugar free (Glenmark Pharmaceuticals Europe Ltd) (AMP)
41506311000001104,Montelukast 5mg chewable tablets sugar free (Glenmark Pharmaceuticals Europe Ltd) (AMP)
41506611000001109,Montelukast 10mg tablets (Glenmark Pharmaceuticals Europe Ltd) (AMP)
41619211000001108,Sereflo Ciphaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Cipla EU Ltd) (AMP)
41963811000001107,Bibecfo 100micrograms/dose / 6micrograms/dose inhaler (Cipla EU Ltd) (AMP)
41966111000001105,Bibecfo 200micrograms/dose / 6micrograms/dose inhaler (Cipla EU Ltd) (AMP)
41977111000001103,Seretide 100 Accuhaler (Pilsco Ltd) (AMP)
42007211000001108,GoResp Digihaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
42007511000001106,GoResp Digihaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd) (AMP)
42266511000001101,Serevent 25micrograms/dose Evohaler (Pilsco Ltd) (AMP)
42292111000001109,Bambuterol 10mg tablets (VMP)
42292211000001103,Bambuterol 20mg tablets (VMP)
42296311000001105,Montelukast 10mg tablets (VMP)
42296411000001103,Montelukast 4mg chewable tablets sugar free (VMP)
42296511000001104,Montelukast 4mg granules sachets sugar free (VMP)
42296611000001100,Montelukast 5mg chewable tablets sugar free (VMP)
42299411000001105,Zafirlukast 20mg tablets (VMP)
42342411000001101,Serevent 25micrograms/dose Evohaler (CST Pharma Ltd) (AMP)
42343111000001100,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (CST Pharma Ltd) (AMP)
42364911000001105,Montelukast 10mg tablets (Tillomed Laboratories Ltd) (AMP)
42606411000001103,Vivaire 100micrograms/dose / 6micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
42832811000001102,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Necessity Supplies Ltd) (AMP)
42851411000001105,Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42851611000001108,Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42876111000001106,Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42876311000001108,Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
42878011000001109,Seretide 50 Evohaler (Necessity Supplies Ltd) (AMP)
42882111000001104,Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
43131311000001101,Montelukast 4mg chewable tablets sugar free (Relonchem Ltd) (AMP)
43131511000001107,Montelukast 5mg chewable tablets sugar free (Relonchem Ltd) (AMP)
43152111000001109,Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Necessity Supplies Ltd) (AMP)
43173611000001108,AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
4373811000001100,Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd) (AMP)
4378111000001103,Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler (VMP)
44073411000001102,Vivaire 200micrograms/dose / 6micrograms/dose inhaler (Zentiva Pharma UK Ltd) (AMP)
44169711000001108,Proxor 100micrograms/dose / 6micrograms/dose inhaler (Genus Pharmaceuticals Ltd) (AMP)
44170211000001104,Proxor 200micrograms/dose / 6micrograms/dose inhaler (Genus Pharmaceuticals Ltd) (AMP)
44883211000001108,AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Pharmaram Ltd) (AMP)
45258811000001109,Fostair 100micrograms/dose / 6micrograms/dose inhaler (Necessity Supplies Ltd) (AMP)
45274411000001101,Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (Necessity Supplies Ltd) (AMP)
453611000001102,Seretide 50 Evohaler (GlaxoSmithKline UK Ltd) (AMP)
45411611000001105,Seretide 125 Evohaler (Pilsco Ltd) (AMP)
5271811000001100,Oxis 12 Turbohaler (Waymade Healthcare Plc) (AMP)
5272211000001108,Oxis 6 Turbohaler (Waymade Healthcare Plc) (AMP)
5275011000001108,Salmeterol 25micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
5275311000001106,Serevent 25micrograms/dose inhaler (Waymade Healthcare Plc) (AMP)
5275611000001101,Seretide 100 Accuhaler (Waymade Healthcare Plc) (AMP)
5276011000001104,Seretide 250 Accuhaler (Waymade Healthcare Plc) (AMP)
5276211000001109,Seretide 500 Accuhaler (Waymade Healthcare Plc) (AMP)
5276511000001107,Serevent 50micrograms/dose Accuhaler (Waymade Healthcare Plc) (AMP)
5276811000001105,Seretide 250 Evohaler (Waymade Healthcare Plc) (AMP)
5277211000001106,Symbicort 200/6 Turbohaler (Waymade Healthcare Plc) (AMP)
5307111000001103,Oxis 12 Turbohaler (Dowelhurst Ltd) (AMP)
5307711000001102,Oxis 6 Turbohaler (Dowelhurst Ltd) (AMP)
5315611000001101,Salmeterol 25micrograms/dose inhaler (Dowelhurst Ltd) (AMP)
5317111000001100,Seretide 100 Accuhaler (Dowelhurst Ltd) (AMP)
5317311000001103,Seretide 250 Accuhaler (Dowelhurst Ltd) (AMP)
5317511000001109,Seretide 500 Accuhaler (Dowelhurst Ltd) (AMP)
5320411000001102,Serevent 25micrograms/dose inhaler (Dowelhurst Ltd) (AMP)
5320611000001104,Serevent 50micrograms/dose Accuhaler (Dowelhurst Ltd) (AMP)
5321011000001102,Symbicort 200/6 Turbohaler (Dowelhurst Ltd) (AMP)
5321111000001101,Serevent 50microgram disks with Diskhaler (Dowelhurst Ltd) (AMP)
5321611000001109,Serevent 50microgram disks (Dowelhurst Ltd) (AMP)
5323811000001107,Salmeterol 50microgram Diskhaler (Dowelhurst Ltd) (AMP)
5327111000001108,Accolate 20mg tablets (Waymade Healthcare Plc) (AMP)
539811000001106,Seretide 250 Evohaler (GlaxoSmithKline UK Ltd) (AMP)
5411511000001105,Singulair Paediatric 5mg chewable tablets (Waymade Healthcare Plc) (AMP)
5411911000001103,Singulair 10mg tablets (Waymade Healthcare Plc) (AMP)
5439811000001101,Accolate 20mg tablets (Dowelhurst Ltd) (AMP)
5584911000001108,Singulair Paediatric 5mg chewable tablets (Dowelhurst Ltd) (AMP)
5585111000001109,Singulair 10mg tablets (Dowelhurst Ltd) (AMP)
6741711000001104,Singulair Paediatric 4mg granules sachets (Organon Pharma (UK) Ltd) (AMP)
719811000001104,Singulair 10mg tablets (Organon Pharma (UK) Ltd) (AMP)
809411000001102,Bambec 20mg tablets (AstraZeneca UK Ltd) (AMP)
810211000001105,Seretide 125 Evohaler (GlaxoSmithKline UK Ltd) (AMP)
863011000001109,Singulair Paediatric 4mg chewable tablets (Organon Pharma (UK) Ltd) (AMP)
892311000001104,Singulair Paediatric 5mg chewable tablets (Organon Pharma (UK) Ltd) (AMP)
9628711000001106,Atimos Modulite 12micrograms/dose inhaler (Chiesi Ltd) (AMP)
9652711000001107,Formoterol 12micrograms/dose inhaler CFC free (VMP)
